PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
2044124X,20441258,Built Environment Project and Asset Management,Active,,Journal,,,,,,Emerald Group Publishing Ltd.
20963041,26626802,Built Heritage,Active,,Journal,,,,,,Springer Science and Business Media B.V.
10247696,,Buletinul Academiei de Stiinte a Republicii Moldova. Matematica,Active,,Journal,,,,,,Publishing and Printing State Enterprise Stiinta
13132709,13145592,Bulgarian Astronomical Journal,Active,,Journal,,,,,,Institute of Astronomy and Rozhen NAO
13107488,26831015,Bulgarian Cardiology,Active,,Journal,,,,,,Bulgarian Society of Cardiology
8619808,25349899,Bulgarian Chemical Communications,Active,,Journal,,,,,,Bulgarska Akademiya na Naukite
2048906,,Bulgarian Historical Review,Active,,Journal,,,,,,Open Society Archives
13100351,,Bulgarian Journal of Agricultural Science,Active,,Journal,,,,,,Agricultural Academy
2367881X,23678828,Bulgarian Journal of Psychiatry,Active,,Journal,,,,,,Bulgarian Psychiatric Association (BPA)
13111477,13133543,Bulgarian Journal of Veterinary Medicine,Active,,Journal,,,,,,"Thracian University, Faculty of Veterinary Medicine"
1361694,23124202,Bulleten' Pocvennogo Instituta Imeni V.V. Dokucaeva,Active,,Journal,,,,,,V.V. Dokuchaev Soil Science Institute
,26079917,Bulletin de la Dialyse a Domicile,Active,,Journal,,,,,,Registre de Dialyse Peritoneale de Langue Francaise
379069,,Bulletin de la Societe de Linguistique de Paris,Active,,Journal,,,,,,Peeters Publishers
379484,,Bulletin de la Societe Mathematique de France,Active,,Journal,,,,,,Societe Mathematique de France
379565,17835720,Bulletin de la Societe Royale des Sciences de Liege,Active,,Journal,,,,,,Societe Royale des Sciences de Liege
379603,,Bulletin de la Societe Vaudoise des Sciences Naturelles,Active,,Journal,,,,,,Societe Vaudoise des Sciences Naturelles
14079,,Bulletin de l'Academie Nationale de Medecine,Active,,Journal,,,,,,Elsevier Masson s.r.l.
14192,341843,Bulletin de l'Academie Veterinaire de France,Active,,Journal,,,,,,Academie Veterinaire de France
19648995,,Bulletin de liaison des membres de la Societe de geographie,Active,,Journal,Formerly part of,Geographie,,,,Societe de Geographie
11146834,,"Bulletin de l'Institut Scientifique, Section Sciences de la Terre",Active,,Journal,,,,,,Universite Mohammed V de Rabat - Institut Scientifique
74322,,Bulletin de Litterature Ecclesiastique,Active,,Journal,,,,,,Institut Catholique de Toulouse
684023,,Bulletin de Philosophie Medievale,Active,,Journal,,,,,,Societe Internationale Pour l'etude de la Philosophie Medievale
62006,,Bulletin des Bibliotheques de France,Active,,Journal,,,,,,Ecole Nationale Superieure des Sciences de l'Information et des Bibliotheques
74497,,Bulletin des Sciences Mathematiques,Active,,Journal,,,,,,Elsevier Masson s.r.l.
74551,17696917,Bulletin du Cancer,Active,,Journal,See also,Electronic Journal of Oncology,Bulletin de l'Association francaise pour l'etude du cancer,Bulletin du cancer. Radiotherapie : journal de la Societe francaise du cancer : organe de la societe francaise de radiotherapie oncologique,,John Libbey
18195490,23529202,Bulletin for International Taxation,Active,,Journal,,,,,,International Bureau of Fiscal Documentation (IBFD)
74640,,Bulletin Hispanique,Active,,Journal,,,,,,"Universite de Bordeaux III (Michel de Montaigne), Institut Hispanique"
12203874,,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,Active,,Journal,,,,,,Societatea de Stiinte Matematice din Romania
3661326,,Bulletin Mensuel de la Societe Linneenne de Lyon,Active,,Journal,,,,,,Societe Linneenne de Lyon
27693600,27693589,Bulletin of ASOR,Active,,Journal,Formerly known as,Bulletin of the American Schools of Oriental Research,,,,University of Chicago Press
26621495,26621509,Bulletin of Atmospheric Science and Technology,Active,,Journal,,,,,,Springer Nature
16735102,,Bulletin of Botanical Research,Active,,Journal,,,,,,Editorial Board of Bulletin of Botanical Research
,28162188,Bulletin of Canadian Energy Geoscience,Active,,Journal,,,,,,Canadian Society of Petroleum Geology
19782993,,Bulletin of Chemical Reaction Engineering and Catalysis,Active,,Journal,,,,,,Masyarakat Katalis Indonesia - Indonesian Catalyst Society (MKICS)
10003045,,Bulletin of Chinese Academy of Sciences,Active,,Journal,,,,,,Science China Press
,22448659,Bulletin of Computational Applied Mathematics,Active,,Journal,,,,,,Universidad Simon Bolivar
1570761X,,Bulletin of Earthquake Engineering,Active,,Journal,,,,,,Springer Netherlands
3073378,14678586,Bulletin of Economic Research,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
10115714,,Bulletin of Educational Psychology,Active,,Journal,,,,,,National Taiwan Normal University
10288708,,Bulletin of Educational Research,Active,,Journal,,,,,,"Department of Education, National Taiwan Normal University"
20893191,23029285,Bulletin of Electrical Engineering and Informatics,Active,,Journal,,,,,,Institute of Advanced Engineering and Science (IAES)
14359529,14359537,Bulletin of Engineering Geology and the Environment,Active,,Journal,Formerly known as,Bulletin of the International Association of Engineering Geology - Bulletin de l'Association Internationale de Géologie de l'Ingénieur,,,,Springer Verlag
74853,14752670,Bulletin of Entomological Research,Active,,Journal,,,,,,Cambridge University Press
74861,14320800,Bulletin of Environmental Contamination and Toxicology,Active,,Journal,,,,,,"Springer Science and Business Media, LLC"
74888,15738221,Bulletin of Experimental Biology and Medicine,Active,,Journal,,,,,,Springer New York
20807686,23008490,"Bulletin of Geography, Physical Geography Series",Active,,Journal,,,,,,Sciendo
17324254,20838298,Bulletin of Geography. Socio-economic Series,Active,,Journal,,,,,,Nicolaus Copernicus University
2785339X,27852970,Bulletin of Geophysics and Oceanography,Active,,Journal,,,,,,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale
12141119,,Bulletin of Geosciences,Active,,Journal,Formerly known as,Vestnik Ceskeho Geologickeho Ustavu,,,,Czech Geological Survey
13453807,,Bulletin of Glaciological Research,Active,,Journal,,,,,,Japanese Society of Snow and Ice
14753839,14783398,Bulletin of Hispanic Studies,Active,,Journal,,,,,,Liverpool University Press
74918,14727234,Bulletin of Indonesian Economic Studies,Active,,Journal,,,,,,Taylor and Francis Ltd.
17218861,22830332,Bulletin of Insectology,Active,,Journal,,,,,,"Department of Agricultural and Food Sciences, University of Bologna"
19977670,25418785,"Bulletin of Irkutsk State University, Series Mathematics",Active,,Journal,,,,,,Irkutsk State University
18165524,18165532,Bulletin of Kamchatka Regional Association Educational-Scientific Center. Earth Sciences,Active,,Journal,,,,,,Institute of Volcanology and Seismology FEB RAS
2613050,14709856,Bulletin of Latin American Research,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
74977,,Bulletin of Marine Science,Active,,Journal,,,,,,Rosenstiel School of Marine and Atmospheric Science
2504707,9737669,Bulletin of Materials Science,Active,,Journal,,,,,,Indian Academy of Sciences
,18211291,Bulletin of Mathematical Analysis and Applications,Active,,Journal,,,,,,"Department of Mathematics and Computer Sciences, University of Prishtina"
928240,15229602,Bulletin of Mathematical Biology,Active,,Journal,Formerly known as,The Bulletin of Mathematical Biophysics,,,,Springer New York
16643607,16643615,Bulletin of Mathematical Sciences,Active,,Journal,,,,,,World Scientific
14108046,24609196,Bulletin of Monetary Economics and Banking,Active,,Journal,,,,,,Bank Indonesia Institute
13434292,,Bulletin of National Institute of Health Sciences,Active,,Journal,Formerly known as,Eisei Shikenjo hokoku. Bulletin of National Institute of Hygienic Sciences,,,,National Institute of Health Sciences
11100052,,"Bulletin of Pharmaceutical Sciences, Assiut",Active,,Journal,,,,,,"Assiut University, Faculty of Pharmacy"
25001094,25421204,Bulletin of Russian State Medical University,Active,,Journal,,,,,,Pirogov Russian National Research Medical University
2704676,15524183,"Bulletin of Science, Technology and Society",Active,,Journal,,,,,,SAGE Publications Inc.
16820363,18193684,Bulletin of Siberian Medicine,Active,,Journal,,,,,,Siberian State Medical University
14753820,14783428,Bulletin of Spanish Studies,Active,,Journal,,,,,,Routledge
24741604,24741612,Bulletin of Spanish Visual Studies,Active,,Journal,,,,,,Taylor and Francis Ltd.
10798986,,Bulletin of Symbolic Logic,Active,,Journal,,,,,,Cambridge University Press
2730979,10889485,Bulletin of the American Mathematical Society,Active,,Journal,,,,,,American Mathematical Society
30007,15200477,Bulletin of the American Meteorological Society,Active,,Journal,,,,,,American Meteorological Society
30090,,Bulletin of the American Museum of Natural History,Active,,Book Series,,,,,,American Museum of Natural History Library
31186,19386958,Bulletin of the American Society of Papyrologists,Active,,Journal,,,,,,American Society of Papyrologists
2662442,26334208,Bulletin of the Anglo-Israel Archaeological Society,Active,,Journal,,,,,,The Anglo-Israel Archaeological Society
963402,19383282,Bulletin of the Atomic Scientists,Active,,Journal,,,,,,Taylor and Francis Ltd.
49727,,Bulletin of the Australian Mathematical Society,Active,,Journal,,,,,,Cambridge University Press
13701444,,Bulletin of the Belgian Mathematical Society - Simon Stevin,Active,,Journal,,,,,,Belgian Mathematical Society
16787544,16787714,Bulletin of the Brazilian Mathematical Society,Active,,Journal,Formerly known as,Boletim da Sociedade Brasileira de Matemática - Bulletin/Brazilian Mathematical Society,,,,Springer New York
71595,,Bulletin of the British Ornithologists' Club,Active,,Journal,,,,,,British Ornithologist's Club
10113924,1726801X,Bulletin of the Chemical Society of Ethiopia,Active,,Journal,,,,,,Chemical Society of Ethiopia
92673,13480634,Bulletin of the Chemical Society of Japan,Active,,Journal,,,,,,Chemical Society of Japan
10011625,,Bulletin of the Chinese Ceramic Society,Active,,Journal,,,,,,Bulletin of the Chinese Ceramic Society Press
75108,,Bulletin of the Comediantes,Active,,Journal,,,,,,Auburn University
109894,21627223,Bulletin of the Council for Research in Music Education,Active,,Journal,,,,,,University of Illinois at Urbana-Champaign
119636,23275995,Bulletin of the Detroit Institute of Arts,Active,,Journal,,,,,,University of Chicago Press
1080288,,Bulletin of the European Association of Fish Pathologists,Active,,Journal,,,,,,FRS Marine Laboratory
167606,19432674,Bulletin of the Geological Society of America,Active,,Journal,,,,,,Geological Society of America
116297,,Bulletin of the Geological Society of Denmark,Active,,Journal,,,,,,Dansk Geologisk Forening
3675211,,Bulletin of the Geological Society of Finland,Active,,Journal,,,,,,Geological Society of Finland
1266187,,Bulletin of the Geological Society of Malaysia,Active,,Journal,,,,,,Persatuan Geologi Malaysia
0367522X,,Bulletin of the Geological Survey of Finland,Active,,Journal,,,,,,Geological Survey of Finland
1321447,,Bulletin of the Georgian National Academy of Sciences,Active,,Journal,,,,,,Georgian National Academy of Sciences
10624740,20476930,Bulletin of the History of Archaeology,Active,,Journal,,,,,,Web Portal Ubiquity Press
75140,10863176,Bulletin of the History of Medicine,Active,,Journal,,,,,,Johns Hopkins University Press
23284633,23285273,Bulletin of the Hospital for Joint Disease (2013),Active,,Journal,Formerly known as,Bulletin of the NYU hospital for joint diseases,,,,J. Michael Ryan Publishing Inc.
760730,20415370,Bulletin of the Institute of Classical Studies,Active,,Journal,,,,,,Wiley-Blackwell
11831278,26890674,Bulletin of the Institute of Combinatorics and its Applications,Active,,Journal,,,,,,Institute of Combinatorics and its Applications
,18466273,Bulletin of the International Association for Paleodontology,Active,,Journal,,,,,,"University of Zagreb, School of Dental Medicine, Department of Dental Anthropology"
10186301,17358515,Bulletin of the Iranian Mathematical Society,Active,,Journal,,,,,,Iranian Mathematical Society
10178678,23119799,Bulletin of the Iraq Natural History Museum,Active,,Journal,,,,,,University of Baghdad - Iraq Natural History Reseach Center and Museum
20549318,20549326,Bulletin of the John Rylands Library,Active,,Journal,,,,,,John Rylands University Library
4531906,,"Bulletin of the Kanagawa Prefectural Museum, Natural Science",Active,,Journal,,,,,,Kanagawa Prefectural Museum of Natural History
25187929,26635011,Bulletin of the Karaganda University. Mathematics Series,Active,,Journal,,,,,,E.A.Buketov Karaganda State University Publish House
2532964,12295949,Bulletin of the Korean Chemical Society,Active,,Journal,,,,,,Wiley-Blackwell
10158634,,Bulletin of the Korean Mathematical Society,Active,,Journal,,,,,,Korean Mathematical Society
13438670,,Bulletin of the Kyushu Institute of Technology - Pure and Applied Mathematics,Active,,Journal,,,,,,"Kyushu Institute of Technology, Faculty of Engineering"
10683356,1934838X,Bulletin of the Lebedev Physics Institute,Active,,Journal,,,,,,Pleiades Publishing
246093,14692120,Bulletin of the London Mathematical Society,Active,,Journal,,,,,,John Wiley and Sons Ltd
1266705,21804206,Bulletin of the Malaysian Mathematical Sciences Society,Active,,Journal,,,,,,Springer Singapore
259284,19432828,Bulletin of the Menninger Clinic,Active,,Journal,,,,,,Guilford Publications
264563,,Bulletin of the Mineral Research and Exploration,Active,,Journal,,,,,,General Directorate of Mineral Research and Exploration (MTA)
11749857,,Bulletin of the New Zealand Society for Earthquake Engineering,Active,,Journal,Formerly known as,Bulletin of the New Zealand National Society for Earthquake Engineering,,,,New Zealand Society for Earthquake Engineering
0079032X,21624135,Bulletin of the Peabody Museum of Natural History,Active,,Journal,,,,,,Peabody Museum of Natural History
3899071,,Bulletin of the Physical Fitness Research Institute,Active,,Journal,,,,,,Meiji Life Foundation of Health and Welfare
3878961,24340839,Bulletin of the Plankton Society of Japan,Active,,Journal,,,,,,Plankton Society of Japan
2397528,23001917,Bulletin of the Polish Academy of Sciences: Technical Sciences,Active,,Journal,Formerly known as,Bulletin de l'Academie Polonaise des Sciences. Serie des Sciences Techniques,,,,Polish Academy of Sciences
10628738,19349432,Bulletin of the Russian Academy of Sciences: Physics,Active,,Journal,Formerly known as,Bulletin of the Academy of Sciences of the U.S.S.R. Physical series,,,,Pleiades Publishing
0041977X,14740699,Bulletin of the School of Oriental and African Studies,Active,,Journal,,,,,,Cambridge University Press
1380680,,Bulletin of the Section of Logic,Active,,Journal,,,,,,"Department of Logic, University of Lodz"
371106,19433573,Bulletin of the Seismological Society of America,Active,,Journal,,,,,,Seismological Society of America
20710216,23080256,"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software",Active,,Journal,,,,,,South Ural State University
25001019,24131830,"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering",Active,,Journal,,,,,,Tomsk Polytechnic University
20652135,,"Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering",Active,,Journal,,,,,,Transilvania University Press
28102029,,"Bulletin of the Transilvania University of Brasov, Series III: Mathematics and Computer Science",Active,,Journal,Formerly known as,"Bulletin of the Transilvania University of Brasov, Series III: Mathematics, Informatics, Physics",,,,Transilvania University of Brasov 1
