PrintISSN,EISSN,Title,Title History Indication,Related Title,Publisher Imprint,Publisher
12764930,,Sud-Ouest Europeen,Formerly known as,Revue Geographique des Pyrenees et du Sud-Ouest,Presses Universitaires du Mirail,Presses Universitaires du Mirail
1677675,,Sugar Series,,,Elsevier B.V.,Elsevier
22120505,,Supercritical Fluid Science and Technology,,,Elsevier B.V.,Elsevier
24682810,,Supplement to Aramaic Studies,,,Brill Academic Publishers,Brill
13842161,,Supplements to the Journal for the Study of Judaism,,,Brill,Brill
18739008,,Supplements to The Journal of Jewish Thought and Philosophy,,,Brill,Brill
18737463,,Supplements to the Study of Time,,,Brill,Brill
819557,21582459,Supreme Court Review,,,University of Chicago Press,University of Chicago Press
18767354,,Surveys in Operations Research and Management Science,,,Elsevier B.V.,Elsevier
18712711,,Sustainability Science and Engineering,,,Elsevier B.V.,Elsevier
23663405,23663413,Sustainable Civil Infrastructures,,,Springer Science and Business Media B.V.,Springer Nature
18721990,,Sustainable Management of Sediment Resources,,,Elsevier B.V.,Elsevier
21940541,2194055X,"Sustainable Production, Life Cycle Engineering and Management",,,Springer International Publishing AG,Springer Nature
14769581,,Sustainable World,,,WIT Press,WIT Press
924563,,Syntax and Semantics,,,Emerald Group Publishing Ltd.,Emerald Publishing
1666991,25428292,Synthese Library,,,Springer Science and Business Media B.V.,Springer Nature
19326076,,Synthesis Lectures on Antennas,,,Springer Nature Switzerland AG,Springer Nature
19394608,,Synthesis Lectures on Artificial Intelligence and Machine Learning,,,Springer Nature Switzerland AG,Springer Nature
19300328,,Synthesis Lectures on Biomedical Engineering,,,Springer Nature Switzerland AG,Springer Nature
19321244,,Synthesis Lectures on Communications,,,Springer Nature Switzerland AG,Springer Nature
19321252,,Synthesis Lectures on Computational Electromagnetics,,,Springer Nature Switzerland AG,Springer Nature
19353235,,Synthesis Lectures on Computer Architecture,,,Springer Nature Switzerland AG,Springer Nature
19338996,,Synthesis Lectures on Computer Graphics and Animation,,,Springer Nature Switzerland AG,Springer Nature
19321228,,Synthesis Lectures on Computer Science,,,Springer Nature Switzerland AG,Springer Nature
19323166,,Synthesis Lectures on Digital Circuits and Systems,,,Springer Nature Switzerland AG,Springer Nature
1559811X,,Synthesis Lectures on Electrical Engineering,,,Springer Nature Switzerland AG,Springer Nature
19395221,1939523X,Synthesis Lectures on Engineering,,,Springer Nature Switzerland AG,Springer Nature
19333633,,"Synthesis Lectures on Engineers, Technology, and Society",,,Springer Nature Switzerland AG,Springer Nature
,19474040,Synthesis Lectures on Human Language Technologies,,,Springer Nature Switzerland AG,Springer Nature
15598136,,"Synthesis Lectures on Image, Video, and Multimedia Processing",,,Springer Nature Switzerland AG,Springer Nature
1947945X,19479468,"Synthesis Lectures on Information Concepts, Retrieval, and Services",,,Springer Nature Switzerland AG,Springer Nature
19381743,19381751,Synthesis Lectures on Mathematics and Statistics,,,Springer Nature Switzerland AG,Springer Nature
19339011,,Synthesis Lectures on Mobile and Pervasive Computing,,,Springer Nature Switzerland AG,Springer Nature
19354185,,Synthesis Lectures on Network Simulation,,,Springer Nature Switzerland AG,Springer Nature
19319525,19319533,Synthesis Lectures on Power Electronics,,,Springer Nature Switzerland AG,Springer Nature
19321236,,Synthesis Lectures on Signal Processing,,,Springer Nature Switzerland AG,Springer Nature
19321260,,Synthesis Lectures on Solid State Materials and Devices,,,Springer Nature Switzerland AG,Springer Nature
1932121X,,Synthesis Lectures on Speech and Audio Processing,,,Springer Nature Switzerland AG,Springer Nature
1933978X,,"Synthesis Lectures on Technology, Management and Entrepreneurship",,,Springer Nature Switzerland AG,Springer Nature
21604711,2160472X,Synthesis Lectures on the Semantic Web: Theory and Technology,,,Springer Nature Switzerland AG,Springer Nature
397946,,Syria,,,Institut Francais du Proche-Orient,Institut Francais du Proche-Orient
23249749,23249757,Systems and Control: Foundations and Applications,,,Birkhauser Boston,Springer Nature
18716938,,TANAP Monographs on the History of Asian-European Interaction,,,Brill Academic Publishers,Brill
17249449,,Targets in Heterocyclic Systems,,,Societa chimica italiana,Societa chimica italiana
8928649,15372650,Tax Policy and the Economy,,,University of Chicago Press,University of Chicago Press
18713041,2213221X,Technical and Vocational Education and Training,,,Springer Nature,Springer Nature
1679244,,Techniques and Instrumentation in Analytical Chemistry,,,Elsevier B.V.,Elsevier
10808914,,Techniques in Protein Chemistry,,,Academic Press,Elsevier
9210709,,Techniques in the Behavioral and Neural Sciences,Continued as,Handbook of Behavioral Neuroscience,Elsevier,Elsevier
1385920X,,Technology and Change in History,,,Brill,Brill
1479067X,,Technology Innovation Entrepreneurship and Competitive Strategy,,,Emerald Group Publishing Ltd.,Emerald Publishing
13888455,,Terminology and Lexicography Research and Practice,,,John Benjamins Publishing Company,John Benjamins Publishing Company
19367961,,Terrestrial Ecology,,,Elsevier,Elsevier
14601567,,Tetrahedron Organic Chemistry Series,,,Elsevier Ltd.,Elsevier
26622181,2662219X,Tetsugaku Companions to Japanese Philosophy,,,Springer Nature,Springer Nature
9204083,,Textile Science and Technology,,,Elsevier Science,Elsevier
15747085,,Texts and Editions for New Testament Study,,,Brill,Brill
22130039,,Texts and Studies in Eastern Christianity,,,Brill Academic Publishers,Brill
15672808,,Texts and Studies on the Qur'an,,,Brill,Brill
922323,,The Journal of Indo-European Studies,,,Journal of Indo-European Studies,Journal of Indo-European Studies
13883909,,Themes in Biblical Narrative,,,Brill,Brill
,1389823X,Themes in Islamic Studies,,,Brill Academic Publishers,Brill
18645879,18645887,Theoretical and Mathematical Physics (United States),,,Springer Science + Business Media,Springer Nature
1875306X,,Theoretical Ecology Series,,,Elsevier B.V.,Elsevier
29474469,29474477,"Theories, Concepts and Practices of Democracy",,,Palgrave Macmillan Ltd.,Springer Nature
9246118,,Theory and Applications of Transport in Porous Media,,,Springer International Publishing AG,Springer Nature
10794050,,Thin Films,Continued as,Thin Films and Nanostructures,Elsevier,Elsevier
15435016,,Thin Films and Nanostructures,Formerly known as,Thin Films,Academic Press,Elsevier
29474361,2947437X,Thinking Gender in Transnational Times,,,Palgrave Macmillan Ltd.,Springer Nature
9063021,,Tidskriftet Antropologi,,,"Department of Anthropology, University of Copenhagen","Department of Anthropology, University of Copenhagen"
2211632X,22116338,"Time, Astronomy, and Calendars",,,Brill Academic Publishers,Brill
21922810,21922829,T-Labs Series in Telecommunication Services,,,Springer Science and Business Media B.V.,Springer Nature
3034216,,Topics in Applied Physics,,,Springer Verlag,Springer Nature
23650869,23648961,Topics in Current Chemistry,,,Springer Verlag,Springer Nature
16102096,,Topics in Current Genetics,,,Springer Verlag,Springer Nature
22128999,,Topics in Humor Research,,,John Benjamins Publishing Company,John Benjamins Publishing Company
0082495X,,Topics in Inorganic and General Chemistry,,,Elsevier B.V.,Elsevier
18622461,,Topics in Medicinal Chemistry,,,Springer Verlag,Springer Nature
23643293,23643307,"Topics in Mining, Metallurgy and Materials Engineering",,,Springer Science and Business Media Deutschland GmbH,Springer Nature
14366002,16168534,Topics in Organometallic Chemistry,,,Springer Verlag,Springer Nature
22150285,,"Topics in Safety, Risk, Reliability and Quality",,,Springer Science + Business Media,Springer Nature
0082500X,19351275,Topics in Stereochemistry,,,John Wiley & Sons Inc.,Wiley-Blackwell
,15715043,Tourism Social Science Series,,,Emerald Group Publishing Ltd.,Emerald Publishing
25104993,25105000,"Tourism, Hospitality and Event Management",,,Springer Nature,Springer Nature
18751121,,Trace Metals and other Contaminants in the Environment,,,Elsevier B.V.,Elsevier
9275215,,Trace Metals in the Environment,,,Elsevier B.V.,Elsevier
25208519,25208527,Transactions on Intelligent Welding Manufacturing,,,Springer,Springer Nature
27309320,27309339,Transforming Communication,,,Palgrave Macmillan Ltd.,Springer Nature
13556509,,Translator,,,Taylor & Francis,Taylor & Francis
2044995X,,Transport and Sustainability,,,Emerald Group Publishing Ltd.,Emerald Publishing
3611981,,Transportation Research Record,,,US National Research Council,US National Research Council
18759807,,Travaux Preparatoires of Multilateral Treaties,,,Brill Academic Publishers,Brill
23670088,23670096,Trends in Andrology and Sexual Medicine,,,Springer Nature Switzerland AG,Springer Nature
15726126,22127313,Trends in Logic,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
2297024X,,Trends in Mathematics,,,Springer International Publishing AG,Springer Nature
22972951,2297296X,Trends in the History of Science,,,Springer International Publishing AG,Springer Nature
15723364,,Tribology and Interface Engineering Series,,,Elsevier B.V.,Elsevier
25220969,25220977,"Tutorials, Schools, and Workshops in the Mathematical Sciences",,,Birkhauser,Springer Nature
1677373,,Typological Studies in Language,,,John Benjamins Publishing Company,John Benjamins Publishing Company
2195996X,21959978,Uncertainty and Operations Research,,,Springer Nature,Springer Nature
18600840,,Understanding Complex Systems,,,Springer Verlag,Springer Nature
20385722,,UNITEXT - La Matematica per il 3 piu 2,,,Springer-Verlag Italia,Springer Nature
15695174,,Universal Declaration of Human Rights,,,Brill Academic Publishers,Brill
25233734,25233742,Unmanned System Technologies,,,Springer,Springer Nature
2365757X,23657588,Urban Book Series,,,Springer International Publishing AG,Springer Nature
23520159,,"Valency, Argument Realization and Grammatical Relations in Baltic",,,John Benjamins Publishing Company,John Benjamins Publishing Company
1727362,,Varieties of English Around the World,,,John Benjamins Publishing Company,John Benjamins Publishing Company
3404161,,VDE Fachberichte,,,V D E Verlag GmbH,VDE-Verlag
835560,,VDI-Berichte,,,Deutscher Ingenieur-Verlag,Deutscher Ingenieur-Verlag
18779077,18779085,Vertebrate Paleobiology and Paleoanthropology,,,Springer Nature Switzerland AG,Springer Nature
11219696,,Vetera Christianorum,,,Edipuglia,Edipuglia
835889,,"Vetus Testamentum, Supplements",,,Brill Academic Publishers,Brill
901911,,Vibrational spectra and structure,,,Elsevier B.V.,Elsevier
0920623X,,"Vigiliae Christianae, Supplements",,,Brill Academic Publishers,Brill
25201794,25201808,Virtues and Economics,,,Springer Nature,Springer Nature
18740448,,Visualising the Middle Ages,,,Brill Academic Publishers,Brill
836729,,Vitamins and Hormones,,,Elsevier Inc.,Elsevier
12350605,,VTT Tiedotteita - Valtion Teknillinen Tutkimuskeskus,,,Technical Research Centre of Finland,Technical Research Centre of Finland
26346699,26346702,"War, Culture and Society, 1750-1850",,,Palgrave Macmillan Ltd.,Springer Nature
14787482,,Waste Management Series,,,Elsevier Science,Elsevier
1614810X,2198316X,Water Resources Development and Management,,,Springer Singapore,Springer Nature
2731223,,Water Science and Technology,Formerly known as,Progress in Water Technology,International Water Association Publishing,IWA Publishing
1874608X,,Wavelet Analysis and Its Applications,,,Elsevier B.V.,Elsevier
840173,,Wildlife Monographs,,,Wiley-Blackwell,Wiley-Blackwell
18746101,,Wireless Communications Design Handbook,,,Academic Press,Elsevier
23661186,23661445,Wireless Networks(United Kingdom),,,Springer Nature,Springer Nature
18687431,18687458,Wittgenstein-Studien,,,Walter de Gruyter GmbH,Walter de Gruyter
18775772,,Women and Gender in China Studies,,,Brill Academic Publishers,Brill
15707628,,Women and Gender: The Middle East and the Islamic World,,,Brill Academic Publishers,Brill
25238760,25238779,Women in the History of Philosophy and Sciences,,,Springer Nature,Springer Nature
10208135,,World Bank Disaster Risk Management Series,,,World Bank Group,World Bank Group
1026115X,,World Bank Environment Paper,,,World Bank Group,World Bank Group
15647838,,World Bank Regional and Sectoral Studies,,,World Bank Group,World Bank Group
15724379,,World Crop Pests,,,Elsevier B.V.,Elsevier
22132090,22132104,World Geomorphological Landscapes,,,Springer International Publishing AG,Springer Nature
27309630,27309649,"World Histories of Crime, Culture and Violence",,,Palgrave Macmillan Ltd.,Springer Nature
20101732,,World Scientific Handbook in Financial Economics Series,,,World Scientific Publishing Co. Pte Ltd,World Scientific
20101082,,World Scientific Series in Finance,,,World Scientific Publishing Co. Pte Ltd,World Scientific
20102089,,World Scientific Series in Global Health Economics and Public Policy,,,World Scientific Publishing Co. Pte Ltd,World Scientific
2301301X,23356693,World Scientific Series in Nanoscience and Nanotechnology,,,World Scientific Publishing Co. Pte Ltd,World Scientific
20102763,,World Scientific Series on Asia-Pacific Weather and Climate,,,World Scientific Publishing Co.,World Scientific
24249858,,World Scientific Series on Carbon Nanoscience,,,World Scientific Publishing Co. Pte Ltd,World Scientific
17933641,,World Scientific Studies in International Economics,,,World Scientific Publishing Co. Pte Ltd,World Scientific
22513442,,World Scientific-Now Publishers Series in Business,,,World Scientific Publishing Co. Pte Ltd,World Scientific
21997373,21997381,World Sustainability Series,,,Springer Nature Switzerland AG,Springer Nature
25220985,25220993,World-Systems Evolution and Global Futures,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
440078,,Yale French Studies,,,Yale French Studies,Yale French Studies
